user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0252,Nissan Leaf ,71,S471,san francisco,2023-06-03 05:51:43,2023-06-03 07:31:55.000000000,18.91,1.67,40.13,$43.67,Afternoon#,Frida,79%,97%,232.66,8.88,3,LEVEL 1,Commuter#
U0253,Audi e-Tron#,56,S025,Seattle#,2023-11-05 12:55:23,2023-11-05 13:56:35.000000000,56.64,1.02,2.78,$49.79,Night ,tuesday,37%,96%,160.33,-0.32,2,Level 2#,Commuter#
U0254,Audi e-Tron#,34,S216,Los Angeles#,2023-08-20 09:20:59,2023-08-20 13:21:35.000000000,27.16,4.01,40.24,$38.24,NIGHT,FRIDAY,39%,98%,208.29,29.75,3,DC FAST CHARGER,Long-Distance Traveler 
U0255,Hyundai Kon,70,S140,new york,2023-11-11 12:55:35,2023-11-11 17:23:11.000000000,55.32,4.46,34.28,$49.99,Night ,Sunda,15%,83%,198.84,-3.23,0,Level 1#,Long-Distance Travele
U0256,NISSAN LEAF,35,S499,CHICAGO,2023-12-27 03:09:17,2023-12-27 11:07:29.000000000,37.91,7.97,14.79,$18.3,AFTERNOON,Thursday ,19%,90%,264.0,-8.95,2,DC Fast Charge,commuter
U0257,audi e-tron,38,S276,new york,2023-06-13 06:02:43,2023-06-13 06:47:43.000000000,65.96,0.75,29.35,$46.17,Nigh,friday,61%,92%,135.35,20.15,5,level 2,long-distance traveler
U0258,tesla model 3,31,S295,SEATTLE,2023-12-13 09:04:32,2023-12-13 16:43:32.000000000,8.52,7.65,26.95,$25.16,Morning ,Monda,20%,86%,125.73,31.68,6,LEVEL 2,commuter
U0259,AUDI E-TRON,48,S012,Chicago#,2023-07-21 12:54:01,2023-07-21 17:33:37.000000000,57.61,4.66,19.0,$49.48,Night ,friday,39%,95%,131.55,9.87,0,DC Fast Charge,commuter
U0260,Hyundai Kona ,69,S429,LOS ANGELES,2023-08-28 15:25:29,2023-08-28 20:57:53.000000000,55.53,5.54,20.62,$3.83,Afternoon ,Tuesday#,42%,99%,280.12,23.29,4,dc fast charger,Long-Distance Travele
U0261,CHEVY BOLT,77,S081,san francisco,2023-05-28 18:48:30,2023-05-28 20:23:54.000000000,14.52,1.59,3.51,$16.69,MORNING,TUESDAY,16%,92%,252.96,9.03,2,Level 1 ,COMMUTER
NA,NA,31,NA,NA,NA,NA,75.97,4.78,19.46,$30.28,NA,NA,67%,88%,163.26,39.28,5,NA,NA
U0263,Tesla Model ,46,S033,LOS ANGELES,2023-05-10 20:15:06,2023-05-11 03:46:18.000000000,57.85,7.52,13.41,$33.23,Afternoon ,THURSDAY,78%,88%,103.74,14.24,7,LEVEL 2,commuter
U0264,Hyundai Kon,58,S242,san francisco,2023-12-01 07:03:21,2023-12-01 10:12:21.000000000,19.48,3.15,4.64,$6.81,Night#,Friday ,53%,99%,104.57,-6.33,2,dc fast charger,Long-Distance Traveler 
U0265,Nissan Leaf#,49,S157,new york,2023-10-09 18:06:22,2023-10-10 01:12:22.000000000,76.72,7.1,3.96,$8.96,Afternoon#,Wednesday ,51%,80%,38.47,31.6,5,DC Fast Charger ,LONG-DISTANCE TRAVELER
U0266,Audi e-Tron#,88,S265,Los Angeles ,2023-09-30 21:46:59,2023-10-01 04:57:47.000000000,25.34,7.18,37.49,$14.87,Nigh,MONDAY,76%,94%,199.94,25.39,9,Level ,Long-Distance Traveler#
U0267,nissan leaf,70,S489,San Francisco#,2023-03-25 06:38:05,2023-03-25 14:35:05.000000000,66.59,7.95,9.48,$40.97,Afternoon ,Monday ,39%,91%,203.18,5.49,0,level 1,Commuter 
U0268,Chevy Bolt#,89,S167,Seattle ,2023-12-15 07:39:49,2023-12-15 09:48:13.000000000,75.86,2.14,12.06,$45.64,Night#,Monday#,37%,82%,78.58,-2.25,0,Level ,Long-Distance Traveler 
U0269,CHEVY BOLT,33,S190,seattle,2023-02-26 05:56:05,2023-02-26 11:47:05.000000000,59.6,5.85,25.21,$36.07,Afternoo,MONDAY,13%,93%,92.48,10.33,2,Level ,Long-Distance Traveler#
U0270,chevy bolt,81,S480,San Francisco#,2023-07-05 17:58:40,2023-07-06 00:35:16.000000000,9.45,6.61,44.02,$49.09,Morning#,TUESDAY,76%,98%,208.38,0.84,1,dc fast charger,Long-Distance Travele
U0271,HYUNDAI KONA,51,S190,New Yor,2023-04-13 15:12:03,2023-04-13 15:55:15.000000000,68.73,0.72,8.08,$18.22,night,Thursda,59%,94%,123.58,-9.2,7,LEVEL 2,Commuter 
U0272,Audi e-Tro,81,S335,Los Angele,2023-05-23 05:27:26,2023-05-23 12:51:26.000000000,38.66,7.4,26.34,$27.21,NIGHT,wednesday,30%,86%,244.68,31.47,3,Level ,LONG-DISTANCE TRAVELER
U0273,HYUNDAI KONA,37,S405,Seattl,2023-10-18 15:30:18,2023-10-18 18:48:54.000000000,41.45,3.31,37.17,$21.99,Mornin,MONDAY,22%,98%,250.19,4.12,0,DC FAST CHARGER,Commuter 
U0274,Chevy Bol,66,S383,New Yor,2023-07-23 01:18:35,2023-07-23 07:37:11.000000000,10.24,6.31,21.43,$32.3,Afternoo,Monday ,76%,88%,50.54,11.65,3,LEVEL 1,LONG-DISTANCE TRAVELER
U0275,TESLA MODEL 3,45,S398,seattle,2023-11-06 08:17:28,2023-11-06 15:08:28.000000000,63.29,6.85,16.62,$44.4,AFTERNOON,Friday ,41%,86%,101.0,36.48,3,Level ,commuter
NA,NA,89,NA,NA,NA,NA,44.21,2.5,15.21,$16.62,NA,NA,35%,93%,220.85,6.25,5,NA,NA
U0277,Hyundai Kona ,58,S040,Chicago#,2023-02-14 19:07:07,2023-02-15 01:40:07.000000000,64.21,6.55,16.23,$47.71,afternoon,Saturda,70%,98%,271.14,36.03,2,Level 2#,Commuter#
NA,NA,34,NA,NA,NA,NA,67.52,1.03,25.2,$33.57,NA,NA,50%,85%,222.32,4.0,2,NA,NA
U0279,Nissan Leaf#,81,S177,Seattle ,2023-04-13 10:45:44,2023-04-13 15:57:44.000000000,60.2,5.2,6.85,$23.53,night,Friday ,19%,91%,74.32,19.05,2,DC Fast Charge,Long-Distance Traveler 
U0280,Nissan Leaf#,42,S470,San Francisco#,2023-10-10 13:47:06,2023-10-10 16:11:42.000000000,29.17,2.41,35.48,$46.67,AFTERNOON,Thursday#,22%,86%,76.5,15.48,0,level 1,Long-Distance Traveler#
NA,NA,87,NA,NA,NA,NA,72.26,2.86,3.61,$10.69,NA,NA,68%,96%,266.15,-8.18,0,NA,NA
U0282,nissan leaf,66,S384,San Francisco ,2023-12-31 13:06:33,2023-12-31 15:18:33.000000000,72.38,2.2,45.65,$32.26,NIGHT,Wednesda,71%,86%,203.75,0.01,4,Level 2#,commuter
U0283,nissan leaf,81,S125,Chicago ,2023-09-17 05:11:02,2023-09-17 07:57:14.000000000,55.24,2.77,39.01,$47.88,EVENING,saturday,31%,89%,107.05,12.02,9,Level ,Commute
U0284,NISSAN LEAF,41,S497,Seattle#,2023-06-13 09:13:42,2023-06-13 16:16:06.000000000,78.04,7.04,30.65,$13.35,Evenin,WEDNESDAY,24%,99%,189.66,30.41,2,DC Fast Charger#,Commuter 
U0285,Nissan Leaf#,84,S176,Chicago ,2023-09-26 22:59:09,2023-09-27 06:58:33.000000000,41.75,7.99,9.23,$30.29,Mornin,Wednesday ,72%,91%,152.54,26.58,2,LEVEL 2,Commuter 
U0286,Chevy Bolt ,30,S229,Chicago#,2023-09-23 08:09:39,2023-09-23 13:18:03.000000000,73.25,5.14,43.02,$5.92,Mornin,thursday,66%,92%,219.04,2.3,8,level 1,Long-Distance Travele
U0287,Audi e-Tron#,82,S421,San Francisc,2023-10-05 17:12:13,2023-10-05 21:24:49.000000000,6.55,4.21,27.26,$32.4,night,TUESDAY,14%,86%,120.62,10.89,5,LEVEL 1,Commute
U0288,Tesla Model 3#,96,S493,SAN FRANCISCO,2023-02-25 19:26:40,2023-02-25 23:48:16.000000000,32.74,4.36,47.73,$43.99,Morning ,Saturda,28%,96%,268.16,33.07,9,DC Fast Charge,Long-Distance Traveler 
U0289,Nissan Leaf ,70,S435,Seattl,2023-12-07 06:44:23,2023-12-07 08:16:11.000000000,55.34,1.53,40.63,$6.25,Morning ,wednesday,79%,92%,82.83,33.78,3,Level ,long-distance traveler
NA,NA,42,NA,NA,NA,NA,71.52,4.26,17.43,$17.56,NA,NA,42%,84%,65.33,18.77,3,NA,NA
U0291,AUDI E-TRON,89,S272,CHICAGO,2023-12-06 21:44:19,2023-12-07 02:58:43.000000000,20.36,5.24,33.68,$25.3,night,Sunday ,49%,94%,84.59,6.44,0,LEVEL 1,Long-Distance Traveler#
U0292,audi e-tron,86,S133,new york,2023-06-19 11:29:08,2023-06-19 16:30:56.000000000,42.16,5.03,3.97,$33.51,Afternoon#,Friday#,69%,86%,97.82,-7.69,1,level 1,Long-Distance Traveler#
NA,NA,94,NA,NA,NA,NA,46.17,1.28,31.85,$43.34,NA,NA,60%,82%,46.88,35.97,3,NA,NA
U0294,TESLA MODEL 3,63,S337,LOS ANGELES,2023-02-24 02:55:44,2023-02-24 06:50:20.000000000,29.68,3.91,19.57,$42.86,Morning ,wednesday,28%,90%,176.77,2.7,9,Level 2 ,Commuter 
U0295,Audi e-Tron#,55,S364,Los Angeles#,2023-01-30 16:42:41,2023-01-30 20:51:41.000000000,24.13,4.15,35.74,$26.12,EVENING,SATURDAY,40%,93%,150.9,23.22,3,DC Fast Charger ,Long-Distance Travele
U0296,Chevy Bolt ,60,S237,San Francisco#,2023-03-11 01:54:13,2023-03-11 05:29:37.000000000,44.15,3.59,31.79,$41.33,Nigh,tuesday,16%,89%,96.7,8.56,9,LEVEL 1,Commute
NA,NA,75,NA,NA,NA,NA,42.11,4.77,49.39,$19.72,NA,NA,34%,89%,33.98,8.64,1,NA,NA
U0298,Hyundai Kon,32,S111,New York#,2023-01-06 08:28:01,2023-01-06 10:35:13.000000000,7.06,2.12,2.02,$10.74,morning,Wednesday#,11%,86%,48.3,10.26,3,dc fast charger,long-distance traveler
U0299,Audi e-Tron ,85,S188,Chicag,2023-09-02 08:41:19,2023-09-02 09:11:55.000000000,40.58,0.51,4.78,$48.27,Night ,monday,47%,98%,239.68,5.62,1,level 2,Long-Distance Travele
NA,NA,76,NA,NA,NA,NA,76.09,0.91,16.24,$5.11,NA,NA,35%,93%,222.36,23.47,7,NA,NA
U0301,Tesla Model 3#,93,S316,SEATTLE,2023-11-24 20:14:15,2023-11-24 22:12:27.000000000,43.25,1.97,30.23,$47.33,Morning#,Sunda,61%,91%,261.65,31.27,2,dc fast charger,Commuter#
U0302,Hyundai Kona ,57,S116,Chicag,2023-01-11 18:57:06,2023-01-12 00:46:54.000000000,45.18,5.83,22.03,$38.49,Afternoon#,thursday,13%,86%,158.4,5.33,7,LEVEL 2,Commuter 
U0303,Tesla Model 3#,30,S112,los angeles,2023-05-30 16:18:00,2023-05-30 21:02:24.000000000,27.18,4.74,7.92,$39.07,Afternoon ,Tuesday ,33%,85%,44.5,17.6,5,dc fast charger,commuter
U0304,Nissan Leaf#,90,S183,chicago,2023-06-29 22:25:23,2023-06-30 01:38:35.000000000,21.72,3.22,31.87,$11.49,Night#,Friday ,27%,85%,106.34,-4.7,7,LEVEL 2,Commute
U0305,nissan leaf,90,S158,New Yor,2023-09-02 20:37:32,2023-09-03 01:07:32.000000000,44.63,4.5,19.42,$33.07,afternoon,WEDNESDAY,49%,82%,151.88,35.5,8,Level 1#,Commute
U0306,Tesla Model ,79,S318,Los Angeles ,2023-11-02 04:12:25,2023-11-02 05:43:37.000000000,42.64,1.52,48.55,$38.19,Evening ,Tuesday#,53%,82%,134.72,26.99,3,level 1,Long-Distance Traveler#
U0307,TESLA MODEL 3,75,S113,CHICAGO,2023-01-30 04:33:23,2023-01-30 09:22:35.000000000,29.79,4.82,26.92,$33.4,evening,FRIDAY,66%,82%,75.97,34.34,1,Level 1 ,COMMUTER
NA,NA,39,NA,NA,NA,NA,6.31,5.11,5.8,$39.43,NA,NA,59%,91%,122.13,33.58,6,NA,NA
U0309,AUDI E-TRON,98,S124,chicago,2023-01-26 08:56:15,2023-01-26 16:12:27.000000000,35.99,7.27,11.84,$22.26,afternoon,Wednesda,20%,85%,267.63,-8.69,9,DC Fast Charge,Commuter 
U0310,Tesla Model 3#,42,S422,Los Angele,2023-03-16 22:58:58,2023-03-17 01:55:58.000000000,71.76,2.95,29.0,$45.07,Nigh,thursday,75%,97%,132.42,-9.86,4,level 1,Commute
U0311,Hyundai Kona ,55,S347,Seattl,2023-09-18 17:05:25,2023-09-18 18:11:25.000000000,33.85,1.1,35.74,$9.15,Evening ,FRIDAY,75%,86%,72.98,24.53,4,Level 1 ,commuter
U0312,Hyundai Kona ,35,S096,SEATTLE,2023-09-03 01:55:31,2023-09-03 03:57:55.000000000,57.14,2.04,3.09,$32.22,Morning ,Friday#,54%,98%,244.33,12.32,9,DC FAST CHARGER,LONG-DISTANCE TRAVELER
NA,NA,73,NA,NA,NA,NA,21.77,5.11,21.4,$9.74,NA,NA,61%,94%,206.78,7.06,9,NA,NA
U0314,AUDI E-TRON,49,S450,Chicago#,2023-11-21 13:05:51,2023-11-21 20:04:03.000000000,68.49,6.97,25.58,$21.27,Night#,Friday#,30%,80%,141.79,9.1,1,LEVEL 2,commuter
U0315,Tesla Model 3#,61,S186,CHICAGO,2023-11-11 22:24:37,2023-11-11 23:18:37.000000000,41.61,0.9,21.7,$10.5,Afternoon ,Friday ,34%,90%,126.22,27.15,2,DC Fast Charge,commuter
U0316,TESLA MODEL 3,99,S422,Seattle ,2023-03-05 03:31:12,2023-03-05 06:27:00.000000000,59.28,2.93,3.78,$41.74,Morning#,Sunday ,25%,82%,99.81,-2.04,8,DC Fast Charger#,Long-Distance Travele
U0317,tesla model 3,31,S470,san francisco,2023-01-01 05:16:32,2023-01-01 07:46:32.000000000,69.63,2.5,9.69,$24.71,Morning#,Tuesda,40%,95%,255.41,-0.63,0,Level ,Commuter#
U0318,audi e-tron,69,S342,chicago,2023-02-23 17:24:03,2023-02-23 23:29:27.000000000,46.44,6.09,14.87,$12.48,Nigh,Wednesday#,54%,82%,151.05,22.9,5,Level 2#,Long-Distance Travele
NA,NA,34,NA,NA,NA,NA,12.98,1.92,34.64,$10.61,NA,NA,37%,86%,226.88,39.66,5,NA,NA
NA,NA,66,NA,NA,NA,NA,13.84,7.71,49.15,$30.34,NA,NA,11%,94%,63.01,-2.63,9,NA,NA
U0321,Chevy Bol,46,S492,san francisco,2023-03-19 16:33:17,2023-03-19 23:39:53.000000000,75.75,7.11,6.15,$49.95,night,Sunday#,46%,88%,240.62,33.85,0,level 2,commuter
U0322,hyundai kona,62,S267,San Francisco#,2023-06-20 01:38:34,2023-06-20 04:50:34.000000000,45.89,3.2,4.09,$20.05,evening,thursday,29%,96%,267.25,39.7,8,level 2,commuter
U0323,HYUNDAI KONA,44,S313,san francisco,2023-11-22 20:07:04,2023-11-23 00:38:16.000000000,52.93,4.52,40.28,$40.89,night,Monday#,39%,90%,252.21,16.17,2,level 2,Long-Distance Travele
U0324,CHEVY BOLT,38,S353,SAN FRANCISCO,2023-01-10 21:09:36,2023-01-11 01:21:36.000000000,28.96,4.2,27.03,$47.85,EVENING,friday,48%,81%,32.45,8.71,3,level 2,Commute
U0325,Nissan Leaf#,87,S398,NEW YORK,2023-03-16 14:49:17,2023-03-16 15:56:29.000000000,64.84,1.12,32.69,$19.34,Night ,Tuesday#,62%,81%,288.45,10.01,3,level 2,Long-Distance Traveler#
U0326,Hyundai Kon,63,S132,LOS ANGELES,2023-09-12 22:08:37,2023-09-13 01:09:49.000000000,16.8,3.02,28.85,$30.4,Afternoon#,tuesday,69%,96%,185.38,31.06,6,DC FAST CHARGER,Long-Distance Traveler#
U0327,Chevy Bol,40,S492,San Francisc,2023-05-20 23:31:14,2023-05-21 07:09:02.000000000,27.2,7.63,37.69,$26.56,Morning#,Monday ,59%,89%,85.65,31.56,1,Level 2#,Commuter#
NA,NA,96,NA,NA,NA,NA,72.19,7.74,29.09,$49.57,NA,NA,24%,92%,234.56,30.06,3,NA,NA
NA,NA,80,NA,NA,NA,NA,67.59,3.42,37.05,$35.28,NA,NA,64%,89%,96.73,25.37,9,NA,NA
U0330,Nissan Lea,67,S083,chicago,2023-02-06 05:01:18,2023-02-06 09:40:54.000000000,20.87,4.66,41.85,$29.25,afternoon,Thursday ,17%,88%,293.09,19.43,6,LEVEL 2,LONG-DISTANCE TRAVELER
U0331,Audi e-Tron#,61,S143,chicago,2023-02-08 02:07:18,2023-02-08 02:40:54.000000000,34.0,0.56,38.85,$46.48,Morning#,monday,29%,80%,289.7,6.93,2,DC Fast Charge,LONG-DISTANCE TRAVELER
U0332,nissan leaf,99,S298,Los Angeles ,2023-04-20 04:34:14,2023-04-20 10:42:38.000000000,16.62,6.14,14.24,$11.48,night,tuesday,55%,85%,144.4,14.13,0,Level ,Long-Distance Travele
U0333,Chevy Bol,74,S468,New York#,2023-07-10 19:29:10,2023-07-10 23:29:10.000000000,26.5,4.0,23.74,$44.57,Mornin,SATURDAY,70%,93%,280.9,23.01,6,DC Fast Charge,long-distance traveler
U0334,Audi e-Tron ,53,S432,New York#,2023-05-29 03:32:31,2023-05-29 04:36:43.000000000,50.48,1.07,44.49,$25.21,night,sunday,63%,85%,210.22,-4.07,2,Level 1 ,Commuter 
U0335,NISSAN LEAF,90,S128,Los Angeles ,2023-02-18 09:10:52,2023-02-18 10:55:52.000000000,35.43,1.75,34.95,$27.05,Night#,Saturda,73%,84%,125.55,-9.6,4,Level 1#,long-distance traveler
U0336,TESLA MODEL 3,87,S485,seattle,2023-06-18 05:47:15,2023-06-18 08:56:15.000000000,64.27,3.15,12.48,$10.96,Mornin,SUNDAY,47%,94%,269.36,33.92,3,Level ,Commuter 
U0337,Hyundai Kona ,71,S071,seattle,2023-05-01 06:47:54,2023-05-01 07:23:18.000000000,51.61,0.59,25.21,$35.5,MORNING,sunday,79%,97%,240.58,2.78,4,dc fast charger,Long-Distance Travele
U0338,Chevy Bolt#,89,S077,San Francisco ,2023-01-28 22:55:34,2023-01-29 04:05:10.000000000,57.16,5.16,14.93,$8.14,morning,sunday,77%,82%,273.23,-2.69,6,dc fast charger,Long-Distance Travele
U0339,Tesla Model ,48,S105,seattle,2023-06-28 19:00:27,2023-06-28 20:40:39.000000000,14.25,1.67,47.06,$14.35,morning,Tuesday ,27%,83%,197.08,23.91,4,DC Fast Charge,long-distance traveler
U0340,Hyundai Kon,72,S383,chicago,2023-10-30 12:53:32,2023-10-30 14:42:08.000000000,13.26,1.81,8.05,$30.76,Night ,friday,64%,86%,161.46,-3.95,1,LEVEL 2,COMMUTER
U0341,CHEVY BOLT,33,S190,seattle,2023-10-25 21:15:44,2023-10-26 05:09:44.000000000,26.62,7.9,26.75,$9.01,NIGHT,Monday ,14%,98%,110.03,28.71,8,Level ,Commute
U0342,CHEVY BOLT,90,S084,CHICAGO,2023-09-08 16:35:36,2023-09-08 23:46:24.000000000,68.56,7.18,42.58,$37.01,Afternoon ,Wednesday#,38%,84%,96.32,37.24,9,DC Fast Charger#,Long-Distance Traveler#
U0343,audi e-tron,34,S456,san francisco,2023-12-04 10:13:30,2023-12-04 16:05:06.000000000,76.68,5.86,15.71,$40.86,NIGHT,Monday#,29%,84%,21.44,14.44,5,LEVEL 2,LONG-DISTANCE TRAVELER
U0344,Hyundai Kona ,35,S207,NEW YORK,2023-04-23 10:10:39,2023-04-23 11:19:03.000000000,50.23,1.14,3.32,$46.96,Night#,Thursday#,26%,82%,208.84,1.17,6,LEVEL 1,long-distance traveler
U0345,Tesla Model 3 ,86,S120,Seattle#,2023-04-02 16:40:04,2023-04-02 17:53:16.000000000,53.56,1.22,43.66,$8.9,Evening#,TUESDAY,22%,96%,160.15,-8.3,9,dc fast charger,Long-Distance Travele
U0346,Hyundai Kona#,39,S140,Chicago#,2023-10-17 02:33:45,2023-10-17 03:16:57.000000000,63.52,0.72,15.1,$47.75,AFTERNOON,monday,61%,94%,42.92,10.76,1,DC Fast Charger#,Long-Distance Travele
NA,NA,41,NA,NA,NA,NA,16.79,2.06,30.16,$10.84,NA,NA,64%,97%,167.76,-3.58,4,NA,NA
U0348,Nissan Leaf#,67,S144,New Yor,2023-12-30 23:06:24,2023-12-31 01:45:24.000000000,43.61,2.65,4.89,$48.06,Nigh,thursday,47%,80%,116.38,21.45,4,Level 2#,Long-Distance Traveler#
U0349,Audi e-Tro,78,S203,seattle,2023-05-12 19:45:55,2023-05-12 20:45:19.000000000,29.06,0.99,18.62,$26.67,MORNING,saturday,58%,89%,59.9,28.32,7,level 1,Long-Distance Traveler 
U0350,NISSAN LEAF,71,S161,LOS ANGELES,2023-12-25 22:22:54,2023-12-26 04:34:18.000000000,78.74,6.19,3.25,$18.14,Night#,tuesday,48%,96%,134.49,18.65,6,level 2,LONG-DISTANCE TRAVELER
U0351,Tesla Model 3 ,62,S423,Chicago#,2023-04-03 04:20:50,2023-04-03 06:34:02.000000000,60.06,2.22,35.97,$13.72,Afternoo,Thursda,30%,85%,31.66,0.93,4,Level 2#,long-distance traveler
U0352,Hyundai Kona ,82,S476,Los Angeles ,2023-04-13 16:28:07,2023-04-13 22:28:07.000000000,53.46,6.0,25.2,$38.86,AFTERNOON,Thursday ,36%,80%,32.83,38.35,3,level 1,Long-Distance Traveler#
U0353,Chevy Bol,32,S408,los angeles,2023-08-26 03:55:48,2023-08-26 08:11:24.000000000,14.76,4.26,2.31,$33.77,Night ,Tuesda,54%,90%,93.83,18.13,2,level 2,Long-Distance Travele
U0354,HYUNDAI KONA,87,S100,Los Angeles ,2023-06-09 07:07:43,2023-06-09 10:49:43.000000000,50.33,3.7,30.9,$37.33,EVENING,Wednesda,41%,93%,131.8,18.54,8,level 1,Long-Distance Travele
U0355,hyundai kona,84,S469,SAN FRANCISCO,2023-10-20 22:48:06,2023-10-21 04:08:30.000000000,32.99,5.34,49.47,$46.73,NIGHT,SATURDAY,64%,97%,170.02,-6.67,4,Level 2#,commuter
U0356,audi e-tron,54,S137,new york,2023-11-15 14:06:14,2023-11-15 18:19:26.000000000,49.12,4.22,3.01,$37.57,afternoon,wednesday,55%,89%,234.23,-0.67,4,Level ,Commuter 
U0357,Nissan Leaf ,35,S472,Seattl,2023-02-01 21:51:29,2023-02-02 02:43:41.000000000,76.01,4.87,27.53,$46.44,Evening ,THURSDAY,62%,83%,43.31,32.87,4,LEVEL 1,COMMUTER
U0358,Tesla Model 3 ,62,S297,Seattle#,2023-03-18 13:19:33,2023-03-18 13:50:45.000000000,32.25,0.52,42.96,$2.13,Afternoon#,SATURDAY,10%,90%,65.67,-5.69,8,DC Fast Charge,Long-Distance Travele
U0359,AUDI E-TRON,52,S078,San Francisco#,2023-03-24 03:58:22,2023-03-24 08:49:22.000000000,5.67,4.85,28.44,$32.79,Evening ,Wednesday#,38%,86%,274.45,18.32,8,LEVEL 1,commuter
U0360,Chevy Bolt ,46,S409,San Francisco ,2023-08-19 19:01:37,2023-08-19 20:17:13.000000000,61.49,1.26,6.19,$7.66,afternoon,Tuesday ,67%,85%,296.29,29.19,0,level 2,Long-Distance Traveler#
U0361,Hyundai Kon,89,S066,LOS ANGELES,2023-09-02 10:10:22,2023-09-02 15:47:34.000000000,42.57,5.62,19.16,$19.01,MORNING,SUNDAY,24%,80%,195.97,10.11,2,DC Fast Charger#,LONG-DISTANCE TRAVELER
U0362,hyundai kona,67,S213,los angeles,2023-05-29 16:29:27,2023-05-29 19:18:39.000000000,36.18,2.82,19.55,$27.15,AFTERNOON,monday,60%,89%,173.97,37.17,0,level 1,LONG-DISTANCE TRAVELER
U0363,HYUNDAI KONA,68,S278,Chicago ,2023-04-26 22:10:53,2023-04-27 04:19:17.000000000,36.45,6.14,11.05,$45.42,afternoon,Monday#,23%,80%,293.45,37.92,4,Level ,commuter
U0364,tesla model 3,82,S211,Chicag,2023-09-12 02:07:21,2023-09-12 08:15:45.000000000,25.71,6.14,32.41,$27.81,Nigh,wednesday,52%,88%,285.64,-6.14,7,level 1,Long-Distance Traveler#
U0365,Nissan Leaf#,80,S311,SAN FRANCISCO,2023-04-05 09:01:28,2023-04-05 10:56:40.000000000,39.28,1.92,22.13,$12.17,Evenin,Saturday ,67%,89%,85.11,27.83,0,Level 1 ,Long-Distance Traveler#
U0366,Audi e-Tro,91,S325,new york,2023-09-22 07:25:53,2023-09-22 13:31:53.000000000,39.82,6.1,39.64,$19.82,Morning ,Thursday ,25%,81%,155.42,-6.09,6,DC Fast Charger ,Long-Distance Travele
U0367,CHEVY BOLT,30,S392,Chicag,2023-12-27 06:53:08,2023-12-27 10:52:32.000000000,76.35,3.99,13.52,$19.75,Evening ,Tuesday#,74%,95%,29.87,28.07,3,level 1,COMMUTER
U0368,Audi e-Tron#,46,S103,Chicago ,2023-07-28 19:02:41,2023-07-28 21:30:53.000000000,33.04,2.47,33.03,$31.98,Night#,Friday ,54%,95%,88.52,24.9,6,Level 2 ,long-distance traveler
U0369,Tesla Model 3#,45,S195,san francisco,2023-03-20 13:06:36,2023-03-20 18:46:48.000000000,67.79,5.67,18.86,$44.86,night,Saturday#,46%,99%,41.6,27.05,0,DC Fast Charger#,commuter
U0370,Chevy Bolt ,79,S189,los angeles,2023-06-21 06:06:37,2023-06-21 10:46:13.000000000,68.37,4.66,37.71,$36.16,Morning#,sunday,38%,99%,68.19,27.98,0,DC FAST CHARGER,commuter
NA,NA,45,NA,NA,NA,NA,53.8,1.05,7.68,$38.88,NA,NA,58%,80%,161.64,19.68,4,NA,NA
NA,NA,98,NA,NA,NA,NA,20.95,0.96,24.79,$37.2,NA,NA,71%,90%,241.1,33.42,5,NA,NA
U0373,hyundai kona,35,S319,San Francisco ,2023-06-10 08:18:05,2023-06-10 14:19:17.000000000,48.49,6.02,31.16,$31.78,Night ,wednesday,44%,87%,109.13,6.05,3,Level 1#,Long-Distance Travele
U0374,Tesla Model ,91,S175,New York ,2023-05-02 01:48:34,2023-05-02 06:39:34.000000000,69.97,4.85,9.87,$44.47,Evening ,Sunday#,16%,81%,134.29,-6.82,7,LEVEL 2,Commute
U0375,NISSAN LEAF,56,S216,Los Angele,2023-01-29 20:56:05,2023-01-29 23:08:41.000000000,36.63,2.21,44.32,$28.05,evening,Thursday#,19%,83%,141.69,12.11,1,level 1,Commuter 
U0376,Tesla Model 3#,72,S155,chicago,2023-09-11 23:22:27,2023-09-12 02:20:39.000000000,25.32,2.97,7.22,$2.36,Evening#,Monday ,28%,93%,28.56,-2.09,4,DC Fast Charge,LONG-DISTANCE TRAVELER
U0377,Nissan Lea,98,S359,San Francisco ,2023-11-20 10:29:15,2023-11-20 16:05:51.000000000,32.89,5.61,26.24,$6.81,AFTERNOON,Monday ,45%,80%,294.0,32.15,1,DC Fast Charger#,LONG-DISTANCE TRAVELER
U0378,Tesla Model ,60,S489,New York ,2023-10-02 02:30:07,2023-10-02 08:03:07.000000000,37.29,5.55,8.54,$34.84,Evening#,Thursda,46%,85%,196.44,-5.53,6,Level ,long-distance traveler
U0379,CHEVY BOLT,53,S370,Chicago ,2023-12-10 09:20:44,2023-12-10 15:29:44.000000000,67.77,6.15,2.76,$17.74,Afternoon ,Thursday ,34%,93%,299.62,15.21,1,Level 2 ,Commute
U0380,AUDI E-TRON,45,S470,San Francisco#,2023-02-19 01:55:06,2023-02-19 07:58:06.000000000,16.08,6.05,34.09,$28.35,AFTERNOON,Monda,68%,99%,195.34,20.48,6,DC FAST CHARGER,COMMUTER
